Notes,NAME,Common Name,Common_name_final,Common Name2,Name_matched_rank,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched,Unmatched_terms,Taxonomic_status,Name_matched_url,Habit_pfaf,Habit_trop,Habit_Combined,Evergreen,Herb,Annual,Woodiness,N_Fixing,Height_pfaf,Height_trop,height (KEW),Growth,cultivation_trop,Polli,Height_combined,Min Rainfall,Max Rainfall,Min T°,max T°,,Soil,Shade,Moisture,Hardiness,Weed,fao_name_old,fao_group_old,fao_group,FAO_DB_africa,FAO_DB_Timber,FAO_spice,FAO_II,Ecocrop,FAO_GROUPII,FAO_Khoury,Timber,Medicinal,Alim,Part,alim_tropMEAN,medi_tropMEAN,other_tropMEAN,Profile,Hazards,Source,IUCN,Habitats,Range,Native_to,pollinators_trop,
,rheedia macrophylla,,,#N/A,species,Clusiaceae,Garcinia,macrophylla,NA,Accepted,http://www.tropicos.org/Name/7800805,NA,Evergreen Tree,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,NULL,12.00  ,NA,NULL,"Cultivated, Wild",bees,12,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,3,2,2,alim,NA,NA,LC - least concern,NA,NA,,"Bees (Paz et al., 2021)",#N/A
Only control species,rhynchanthus longiflorus,,,,,Zingiberaceae,Rhynchanthus,longiflorus,,,,,,NA,herb,herb,NA,epiphyte,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Ribes x nidigrolaria,Jostaberry,,Jostaberry,species,Grossulariaceae,Ribes,nidigrolaria,NA,Accepted,https://wcvp.science.kew.org/taxon/939018-1,NA,deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,"1,8",NA,NA,NA,Cultivated,insects,1.8, NA, NA, NA, NA,,NA,Semi shade/Full Sun,Moist,05 -> 09,NO,Jostaberry,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,Alim,Woody Fruits,"5,00","0,00","0,00",alim,None known,NA,NA,Not known in the wild.,A range of garden hybrids.,,"insect, self",#N/A
,Ricinodendron heudelotii,"Manketti nut, Zambezi almond, African oil-nut-tree",,"Manketti nut, Zambezi almond, African oil-nut-tree",species,Euphorbiaceae,Ricinodendron,heudelotii,NA,Accepted,http://www.tropicos.org/Name/12804267,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,40,40.00  ,NA,Fast,"Cultivated, Ornamental, Semi-cultivated, Wild",NA,40, NA, NA, NA, NA,,light (sandy) -medium,No shade,Moist,10 ->  12,No,Nuts nes,Nuts,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,3,3,4,alimmediother,None known,pfaf.org,LC - least concern,"Fringing, deciduous and secondary forests, common throughout the semi-dry wooded-savannah zone[332 ]. Rain forests, but is typical of the more open, secondary formations and is common on abandoned farmland[299 , 316 ].","Tropical Africa - Senegal to Sudan and Kenya, south to Angola and Mozambique.",,NA,#N/A
,Ricinus communis,"Castor-Oil Plant, Castorbean, Palma Christi, Wonder Tree, Castor Oil Plant",,"Castor-Oil Plant, Castorbean, Palma Christi, Wonder Tree, Castor Oil Plant",species,Euphorbiaceae,Ricinus,communis,NA,Accepted,http://www.tropicos.org/Name/12800093,Shrub,Evergreen Shrub,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,"1,5",1.50  ,NA,Fast,"Cultivated, Ornamental, Wild",Wind,1.5, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,10-> 11,Yes,Castor Beans,Oil crops,Castor bean,#N/A,#N/A,#N/A,,,"Fruits, oil crop",Oil,,medicinal,Alim,Woody Fruits,1,4,3.66666666666667,mediother,"The whole plant is very poisonous[10, 19, 20], even one seed has been known to be lethal to children[65, 76, 200]. The seedcoat contains an extremely lethal poison that was once used by the KGB to dispose of their enemies[260]. The leaves are only mildly poisonous[76]. The toxic principle is water-soluble so is not found in the oil[76]. Abdominal discomfort, cramping, nausea, loss of fluid and electrolytes. Possible allergens present. Do not use during pregnancy as may induce premature labour and miscarriage [301].",pfaf.org,NA,Not known in a truly wild situation.,Africa? Original habitat is obscure. Naturalized in S. and S.C. Europe.,,Wind,#N/A
Only control species,rinorea squamata,,,,,Violaceae,Rinorea,squamata,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,LC - least concern,,,,,
,Robinia pseudoacacia,"Black Locust, Yellow Locust",,"Black Locust, Yellow Locust",species,Fabaceae,Robinia,pseudoacacia,NA,Accepted,http://www.tropicos.org/Name/13032749,Tree,NA,Deciduous Tree,Deciduous,tree,Perennial,Woody,Robinia,25,NA,NA,Fast,"Ornamental, Wild","Bees, Insects, Humming birds",25,1000,1500,-35,40,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,04 -> 09,Yes,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,3,2,4,alimother,"All parts of the plant (except the flowers) and especially the bark, should be considered to be toxic[4, 65, 76]. The toxins are destroyed by heat[65].",pfaf.org,LC - least concern,"Woods and thickets[43], especially in deep well-drained calcareous soils[149].",Eastern N. America - Appalachian and Ozark mountain ranges. Naturalized in Britain[17].,,"Bees, Insects, Humming birds",#N/A
,Rosa sp.,Rose,Rose,Rose,genus,Rosaceae,Rosa,NA,sp.,Accepted,http://www.tropicos.org/Name/40026937,NA,NA,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,2, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,,#N/A,#N/A,#N/A,,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
Only control species,rosa spp.,,,,,Rosaceae,Rosa,,spp.,,,,,NA,,herb,Annual,herbaceous,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Rosmarinus officinalis,Rosemary,,Rosemary,species,Lamiaceae,Rosmarinus,officinalis,NA,Synonym,http://www.tropicos.org/Name/17600561,Shrub,NA,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,"1,5",NA,NA,Medium,Wild,bees,18, NA, NA, NA, NA,,light (sandy) -medium,No shade,Dry- Moist,06-> 11,No,Spices nes,Spices,#N/A,#N/A,#N/A,"Spice, Essential oil",,,spices,Herbs and spices,Other,,Alim,Leaves,3,3,4,alimmediother,"Products containing rosemary oil may cause erythema (redness) of the skin. Caution needed if allergies. Reportedly used as an abortifacient in large quantities but can lead to deep coma, spasm and vomiting and even death [301].",pfaf.org,NA,"Dry scrub and rocky places, especially near the sea[50, 132].",S. Europe to W. Asia.,,Bees,#N/A
Only control species,roupala montana,,,,,Proteaceae,Roupala,montana,,,,,,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,,,,Medium,Wild,,15,,,,,,,,,NA,,,#N/A,#N/A,#N/A,Timber,#N/A,#N/A,,,#N/A,Timber,,,,0,2,4,other,,,LC - least concern,,,,,
,Rubus corchorifolius,"Fingerberry, Brombeere, Jute-leaved raspberry,",,"Fingerberry, Brombeere, Jute-leaved raspberry,",species,Rosaceae,Rubus,corchorifolius,NA,Accepted,http://www.tropicos.org/Name/27807684,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,"1,5",NA,NA,NULL,"Ornamental, Wild",insects,2, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,05 -> 09,No,"Berries nes (excluding subset blackberries, mulberries and loganberries)",Fruits,#N/A,#N/A,#N/A,#N/A,,,"Fruits, nuts",#N/A,,,Alim,Woody Fruits,3,0,1,alim,None known,pfaf.org,NA,"Thickets to 1200 metres in W. China[109]. Sunny slopes, streamsides, montane valleys, thickets and waste places at elevations of 200 - 2600 metres[266].","E. Asia - China, N. Japan.",,insects,#N/A
,Rubus idaeus,"Raspberry, American red raspberry, Grayleaf red raspberry",Raspberry,"Raspberry, American red raspberry, Grayleaf red raspberry",species,Rosaceae,Rubus,idaeus,NA,Accepted,http://www.tropicos.org/Name/27800177,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,2,NA,NA,Medium,Wild,"Bees, Flies",2, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,04->08,No,Raspberries,Fruits,Raspberries,#N/A,#N/A,#N/A,,,"Fruits, nuts",Fruits,,,Alim,Woody Fruits,5,3,3,alimmediother,None known,pfaf.org,NA,"Moist neglected land, hedgerows and woodland edges[7, 11, 244].","Europe, including Britain, from Iceland south and east to Spain and temperate Asia.",,"Bees, Flies, Self",#N/A
,Rubus spp.,NA,,#N/A,genus,Rosaceae,Rubus,NA,spp.,Accepted,http://www.tropicos.org/Name/40027499,NA,NA,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,,,"Fruits, nuts",#N/A,,,Alim,Woody Fruits,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Sabal mexicana,"Mexican Palmetto, Rio Grande palmetto, Texas Palmetto",,"Mexican Palmetto, Rio Grande palmetto, Texas Palmetto",species,Arecaceae,Sabal,mexicana,NA,Accepted,http://www.tropicos.org/Name/2400612,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,10,10.00  ,NA,Slow,"Cultivated, Ornamental, Wild",bees,10, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),No shade,Moist,08-> 11,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,0,3,other,None known,pfaf.org,LC - least concern,"Mesic hammocks, floodplains, levees, river banks and swamps from sea level to 50 metres[270]. Rich soil of the bottom lands near the coast[82].",Southern N. America - Texas to Mexico and Guatemala.,,Bees,#N/A
,Salacia impressifolia,NA,,#N/A,species,Celastraceae,Salacia,impressifolia,NA,Accepted,http://www.tropicos.org/Name/15600175,"Arbusto, liana",NA,Tree,NA,"liane, Tree",Perennial,Woody,No,NULL,NA,NA,NULL,Wild,NA,12, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,Alim,Other?,NA,NA,NA,alimmediother,NA,NA,LC - least concern,NA,NA,,NA,#N/A
,Salix bebbiana,"Beak Willow, Bebb Willow",,"Beak Willow, Bebb Willow",species,Salicaceae,Salix,bebbiana,NA,Accepted,http://www.tropicos.org/Name/28300022,NA,Deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,7,NA,NA,Fast,"Ornamental, Wild","Bees, insects",7, NA, NA, NA, NA,,NA,NA,NA,03 -> 07,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,"0,00","2,00","3,00",other,None known,NA,LC - least concern,"Forest-tundra[74]. Moist rich soils along streams, lakes and swamps, but also forming dense thickets in open meadows[229]. Found at elevations up to 3,000 metres[229].","N. America - Alaska to Nunavut, south to California, Illinois and Maryland; Eurasia - Scandanavia, through European Russia to Kazakhstan; east Siberia",,"Bees, Insects",#N/A
,Salix discolor,NA,,#N/A,species,Salicaceae,Salix,discolor,NA,Accepted,http://www.tropicos.org/Name/28300033,NA,Deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,4,NA,NA,NULL,"Ornamental, Wild","Bees, Insects, Wind",4, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,"1,00","2,00","2,00",,None known,NA,LC - least concern,"Marshy margins of ponds, streams, and open alluvial woods, fens, seepage  areas, and peaty substrates; at elevations to over 2,000 metres","Northern and central N. America - British Colombia and Northwest Territories, east to Newfoundland, south to Colorado, Missouri and North Carolina",,"Bees, Insects, Wind",#N/A
,Salvia lavandulifolia,Spanish Sage,,Spanish Sage,species,Lamiaceae,Salvia,lavandulifolia,NA,Synonym,http://www.tropicos.org/Name/17600592,Shrub,NA,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,"0,3",NA,NA,NULL,"Cultivated, Ornamental, Wild",insects,0.3, NA, NA, NA, NA,,light (sandy) -medium,No shade,Dry- Moist,04->08,No,Spices nes,Spices,#N/A,#N/A,#N/A,Essential oil,,,spices,#N/A,,,Alim,Woody leaves,2,3,2,medi,None known,pfaf.org,LC - least concern,Dry hills and slopes amongst bushes.,S.W. Europe - Spain.,,insects,#N/A
,Salvia officinalis,"Sage, Kitchen sage, Small Leaf Sage, Garden Sage",Sage,"Sage, Kitchen sage, Small Leaf Sage, Garden Sage",species,Lamiaceae,Salvia,officinalis,NA,Accepted,http://www.tropicos.org/Name/17600600,Shrub,Evergreen Shrub,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,"0,6",0.60  ,NA,Medium,"Cultivated, Ornamental, Wild",bees,0.6, NA, NA, NA, NA,,light (sandy) -medium,No shade,Dry- Moist,05 -> 10,No,Spices nes,Spices,#N/A,#N/A,#N/A,"Spice, Essential oil",,,spices,#N/A,,medicinal,Alim,Leaves,3.33333333333333,5,3.66666666666667,alimmediother,"The plant can be toxic when used in excess or when taken for extended periods[238] symptoms include: restlessness, vomiting, vertigo, tremors, seizures. Contraindicated during pregnancy. Avoid if predisposed to convulsions [301].",pfaf.org,LC - least concern,"Dry banks and stony places[100], usually in limestone areas and often where there is very little soil[4].",S. Europe.,,Bees,#N/A
,Samanea saman,"Rain Tree, False Powder Puff, Monkey Pod",,"Rain Tree, False Powder Puff, Monkey Pod",NA,NA,NA,NA,NA,NA,NA,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,20,25.00  ,NA,Fast,"Cultivated, Ornamental, Wild","Bees, Lepidoptera",25,600,3000,20,35,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Dry- Moist - Wet,10 ->  12,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,Timber,#N/A,Other,,,Other?,3,2,4,alimother,Parts of plant are poisonous if ingested Handling plant may cause skin irritation or allergic reaction,pfaf.org,LC - least concern,"Dry lowland grassland, coastal bushland and forest[307 ].","Northern S. America - Colombia, Venezuela",,"Bees, Lepidoptera",#N/A
,Sambucus ebulus,"Dwarf Elder, Dwarf elderberry",,"Dwarf Elder, Dwarf elderberry",species,Viburnaceae,Sambucus,ebulus,NA,Accepted,http://www.tropicos.org/Name/6000021,Perennial,NA,"Perennial, not climbing",NA,herb,Perennial,herbaceous,No,"1,2",NA,NA,Fast,Wild,"Bees, Flies, Beetles",2,,,,,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,04->08,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,1,2,3,other,"Although no specific mention has been seen for this species, the leaves and stems of some, if not all, members of this genus are poisonous[9, 76]. The fruit of this species has been known to cause stomach upsets to some people. Any toxin the fruit might contain is liable to be of very low toxicity and is destroyed when the fruit is cooked[65, 76].",pfaf.org,NA,"Waste ground, woods, hedgerows and scrub. especially on calcareous soils[7, 13].","Europe, including Britain, from the Netherlands south and east to the Mediterranean and Himalayas.",,"Bees, Flies, Beetles, Self",#N/A
,Sambucus mexicana,Mexican Elder,,Mexican Elder,species,Viburnaceae,Sambucus,mexicana,NA,Accepted,https://wcvp.science.kew.org/taxon/227173-2,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,1,NA,NA,NULL,Wild,insects,1, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,03 -> 09,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,1.66666666666667,2.66666666666667,mediother,"Although no specific mention has been seen for this species, the leaves and stems of some, if not all, members of this genus are poisonous[9, 76]. The fruit of many species (although no records have been seen for this species) has been known to cause stomach upsets to some people. Any toxin the fruit might contain is liable to be of very low toxicity and is destroyed when the fruit is cooked[65, 76].",pfaf.org,NA,"Open flats and cismontane valleys and canyons below 1850 metres in California[71]. Oak forests along streams and ditches, 1800 - 3000 metres in Mexico[181].","South-western N. America - California to New Mexico, south to Mexico.",,Insects,#N/A
,Sambucus nigra,"Elderberry - European Elder, Black elderberry, American black elderberry, Blue elderberry, Europea",Elderberry,"Elderberry - European Elder, Black elderberry, American black elderberry, Blue elderberry, Europea",species,Viburnaceae,Sambucus,nigra,NA,Accepted,http://www.tropicos.org/Name/6000026,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,6,NA,NA,Fast,Wild,Flies,6, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,05 -> 10,No,NA,#N/A,"Fruit, fresh nes",#N/A,#N/A,Spice,,,spices,#N/A,Other,,Alim,"Woody Fruits,; other",4,3,5,alimmediother,"The leaves and stems are poisonous[9, 76]. The fruit of many species (although no records have been seen for this species) has been known to cause stomach upsets to some people. Any toxin the fruit might contain is liable to be of very low toxicity and is destroyed when the fruit is cooked[65, 76].",pfaf.org,LC - least concern,"Hedgerows, scrub, woods, roadsides, waste places etc, especially on disturbed base-rich and nitrogen rich soils[9, 17].","Europe, including Britain, from Scandanavia south and east to N. Africa and W. Asia.",,Flies,#N/A
,Sapindus saponaria,"Soapberry, Wild Chinaberry, Florida Soap Berry, Soap Nut, Soap Tree",,"Soapberry, Wild Chinaberry, Florida Soap Berry, Soap Nut, Soap Tree",NA,NA,NA,NA,NA,NA,NA,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,10,10.00  ,NA,Medium,"Cultivated, Ornamental, Wild",insects,10, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,10 ->  12,NA,"Berries nes (excluding subset blackberries, mulberries and loganberries)",Fruits,#N/A,#N/A,#N/A,#N/A,,,Fruits,#N/A,Other,,Alim,Woody Fruits,0,2,4,other,"The seeds are toxic[307 ]. They are used as a fish poison[331 ]. The fruits and the seeds contain up to 30% emulsifying saponins[307 , 348 ]. Although poisonous, saponins are poorly absorbed by the human body and so most pass through without harm. Saponins are quite bitter and can be found in many common foods such as some beans. They can be removed by carefully leaching in running water. Thorough cooking, and perhaps changing the cooking water once, will also normally remove most of them. However, it is not advisable to eat large quantities of food that contain saponins. Saponins are much more toxic to some creatures, such as fish, and hunting tribes have traditionally put large quantities of them in streams, lakes etc in order to stupefy or kill the fish[K ]. (Parts of plant are poisonous if ingested)",pfaf.org,LC - least concern,"Moist or dry thickets and open forest[200 ]. Dry, coastal, limestone thickets[307 ].","S. America - Argentina, Paraguay, Brazil, Bolivia, Peru, Colombia, Venezuela, Surinam",,"insects (Silva , 2023)",#N/A
,Sapodilla sapote,NA,,#N/A,genus,Liliaceae,Sabadilla,NA,sapote,Synonym,http://www.tropicos.org/Name/40037676,NA,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,NULL,NA,NA,NULL,"Wild, cultivated",NA,30, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Satureja hortensis,Summer Savory,,Summer Savory,species,Lamiaceae,Satureja,hortensis,NA,Accepted,http://www.tropicos.org/Name/17600323,Annual,NA,"Annual, not climbing",herbaceous,herb,Annual,herbaceous,No,"0,3",NA,NA,NULL,Wild,insects,0.3,,,,,,light (sandy) -medium,No shade,Dry- Moist,05 -> 09,No,Summer Savory,#N/A,#N/A,#N/A,#N/A,Essential oil,,,Essential oil,#N/A,,medicinal,,Essential oil,3,2,3,alimother,None known,pfaf.org,NA,Dry gravelly and stony slopes to 1500 metres[74].,S.E. Europe to W. Asia.,,"insects, self",#N/A
Only control species,saurauia scabrida,,,,,Actinidiaceae,Saurauia,scabrida,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NT - near threatened,,,,,
Only control species,scheelia zonensis,,,,,Arecaceae,Scheelea,zonensis,,Synonym,,,,NA,,herb,Annual,herbaceous,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Schefflera sp.,NA,,#N/A,genus,Araliaceae,Schefflera,NA,sp.,Accepted,http://www.tropicos.org/Name/40031109,NA,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Schima superba,NA,,#N/A,species,Theaceae,Schima,superba,NA,Accepted,http://www.tropicos.org/Name/31600253,NA,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,5-20  ,NA,NA,NULL,NA,NA,20,1400,5000,0,37,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,"0,00","0,00","3,00",other,NA,NA,LC - least concern,,NA,,NA,#N/A
,Schinus terebinthifolius,NA,,Brazilian peppertree,species,Anacardiaceae,Schinus,terebinthifolius,NA,No opinion,http://www.tropicos.org/Name/100350086,NA,NA,Shrub/tree,Evergreen,Shrub/tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,9, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,,NA,,NA,#N/A
,schizolobium amazonicum,,,NA,species,Fabaceae,Schizolobium,amazonicum,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000187464,,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Schizolobium,NULL,NA,NULL,NA,NA,NA,NA,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,#N/A,,Timber,#N/A,,,,,0.0,0.0,4,alimmediother,NA,,LC - least concern,NA,NA,,NA,#N/A
,Schizolobium parahyba,Guapiruvu,,Guapiruvu,NA,NA,NA,NA,NA,NA,NA,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,25,25.00  ,NA,Fast,"Cultivated, Ornamental, Wild",bees,25, NA, NA, NA, NA,,medium -  heavy (clay),No shade,Moist,10 ->  12,NA,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0,0,4,other,None known,pfaf.org,LC - least concern,"Atlantic rainforest, most commonly in open, secondary formations, preferring valley bottoms, alluvial plains and near rivers, forming dense groups in hillside depressions[419 ].","S. America - Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela",,Bees,#N/A
,Secale cereale,"Rye, Cereal rye",Rye,"Rye, Cereal rye",species,Poaceae,Secale,cereale,NA,Accepted,http://www.tropicos.org/Name/25509953,Annual,NA,"Annual, not climbing",herbaceous,herb,Annual,herbaceous,No,"1,8",NA,NA,NULL,"Cultivated, Wild",Wind,15,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,03->07,Yes,Rye,Cereals,Cereals,#N/A,#N/A,#N/A,,,Cereals,Cereal,,,Alim,cereals,4,1,3,alimother,None known,pfaf.org,NA,Not known in a truly wild situation.,W. Asia? Original habitat is obscure.,,Wind,#N/A
,Senegalia senegal,NA,,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,NULL,6.00  ,NA,NULL,Wild,"Bees, insects",6, NA, NA, NA, NA,,NA,NA,NA,10 ->  12,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,Other,,,Other?,3,2,4,alimother,None known,NA,NA,"Hot, dry regions[238 ]. Dry scrub and wooded grassland at elevations of 500 - 1,650 metres[396 ].","Drier regions of Africa - Senegal to Ethiopia and Somalia, south to Natal",,"Bees, Insects",#N/A
,Senna macranthera,"alcaparro flor√≥n, alcaparro macho, cuala, flor√≥n",,"alcaparro flor√≥n, alcaparro macho, cuala, flor√≥n",species,Fabaceae,Senna,macranthera,NA,Accepted,http://www.tropicos.org/Name/13041366,"Shrub, Tree.",Semi-deciduous Tree,Semi-deciduous Tree,Semi-deciduous,Shrub/tree,Perennial,Woody,Senna,NULL,7.00  ,NA,NULL,"Ornamental, Wild",insects,7, NA, NA, NA, NA,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,2,2,,NA,NA,LC - least concern,NA,NA,,Ins,#N/A
,Senna obtusifolia,NA,,#N/A,species,Fabaceae,Cassia,obtusifolia,NA,Synonym,http://www.tropicos.org/Name/13028283,NA,Deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,Cassia,NULL,2.00  ,NA,NULL,"Cultivated, Ornamental, Wild",insects,2, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,3,2,3,alimother,NA,NA,LC - least concern,NA,NA,,Insects,#N/A
,Senna siamea,"Siamese Senna, Kassod Tree",,"Siamese Senna, Kassod Tree",species,Fabaceae,Senna,siamea,NA,Accepted,http://www.tropicos.org/Name/13048426,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,Senna,12,15.00  ,NA,Fast,"Cultivated, Ornamental, Wild",bees,15,400,2800,20,31,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,09 ->  12,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,1,1,4,other,"The sawdust may cause some irritation to the nose, throat and eyes[303 ]. The wood sometimes produces a yellow powder that may cause irritation to the skin[310 ].(Parts of plant are poisonous if ingested)",pfaf.org,LC - least concern,Various types of forests at low elevations[451 ]. Secondary forest formations on the plains[404 ].,"Southeast Asia - Myanmar, Thailand, Malaysia, Cambodia, Laos, Vietnam.",,"anthophorid bees  (Dola BoralBhattacharya KashinathBhattacharya KashinathSunirmal ChandaSwati Gupta-BhattacharyaSwati Gupta-Bhattacharya, 20017à",#N/A
